Test Program,Module,Test Instance Name,Parent Flow,Test Template,Test Parameters,Is MTT
Class_NVL_P16C,_,FMINXCCF_SubFlow_SPEEDPRL2CPU::ATSPEED_UNCORE_VMIN_E_FMINXCCF_X_CCF_FMIN_0400,SPEEDPRL2CPU_SubFlow,VminTC,"BaseNumbers=""13731""; BypassPort=-1; CornerIdentifiers=""CCF0@F1""; DtsConfiguration=__shared__::TpRule.If_C48_DS_AX_M(""ALL_CDIE_C48_N2P_NONE_CORE"",""ALL_CDIE_S52C"",""ALL_CDIE_C48_N2P_NONE_CORE"",""ALL_CDIE_C48_N2P_NONE_CORE""); EndVoltageLimits=__shared__::FlowMatrixSingular.CR_LFM_VMIN_RAIN_KILL; ExecutionMode=""SearchWithScoreboard""; FailCaptureCount=toInteger(999); FeatureSwitchSettings=""fivr_mode_on,disable_masked_targets,print_per_target_increments,print_scoreboard_counters""; FivrCondition=""NOM_CCF""; FlowIndex=__shared__::FlowMatrix.FlowIndex; FlowIndexCallbackName=""""; ForwardingMode=""Input""; InitialMaskBits=""""; LevelsTc=__shared__::TpRule.If_C48_DS_AX_M(""SCN_UNCORE_CX48::cpu_all_bf_x_x_ipc_lvl_CPU_BFUNC_SCNUNCOREB0_OVERRIDE_nom"",""SCN_UNCORE_CX48::cpu_all_bf_x_x_ipc_lvl_CPU_BFUNC_SCNUNCORE_OVERRIDE_nom"",""SCN_UNCORE_CX48::cpu_all_bf_x_x_ipc_lvl_CPU_BFUNC_SCNUNCOREB0_OVERRIDE_nom"",""SCN_UNCORE_CX48::cpu_all_bf_x_x_ipc_lvl_CPU_BFUNC_SCNUNCORE_OVERRIDE_nom""); LimitGuardband=""GBVars.FminLimitGuardband""; LogLevel=""Disabled""; MaskPins=""""; MaxFailsNum=toInteger(__shared__::Specs.CHK_MAX_FAILS); Patlist=""scn_cdie_fminxccf_trans_edt_classhvm_list""; PatternNameCounterIndexes=""1,2,3,4,5,6,7""; PostInstance=""""; PreInstance=""""; RecoveryMode=""NoRecovery""; RecoveryOptions=""""; RecoveryTrackingIncoming=""""; RecoveryTrackingOutgoing=""""; ScoreboardEdgeTicks=toInteger(__shared__::Specs.CHK_EDGE_TICK); SetPointsPlistMode=""Local""; SetPointsPlistParamName=""Patlist""; SetPointsPostInstance=PSPOST.CLR_FMIN; SetPointsPreInstance=PSPRE.CLR_FMIN + "","" + ""MCdrv:ringfreq_0:"" + __shared__::FlowMatrixSingular.CCF_FMIN + ""GHz""; StartVoltages=__shared__::FlowMatrixSingular.CR_LOW_SEARCH_VALUE; StartVoltagesForRetry=__shared__::QNRTpRuleShared.If_PseudoVminForwarding(__shared__::QNRUsrvShared.StartVoltagesForRetry,""""); StartVoltagesOffset=__shared__::QNRTpRuleShared.If_PseudoVminForwarding(__shared__::QNRUsrvShared.StartVoltagesOffset,""""); StepSize=toDouble(__shared__::FlowMatrixSingular.CR_SEARCH_RESOLUTION); TestMode=""SingleVmin""; TimingsTc=__shared__::TpRule.If_C48_DS_AX_M(""SCN_UNCORE_CX48::cpu_hvm_timing_mts1500_tstprtclk750_tck93p75_OVERRIDEDS"",""SCN_UNCORE_CX48::cpu_hvm_timing_mts1500_tstprtclk750_tck93p75_OVERRIDE"",""SCN_UNCORE_CX48::cpu_hvm_timing_mts1500_tstprtclk750_tck93p75_OVERRIDE"",""SCN_UNCORE_CX48::cpu_hvm_timing_mts1500_tstprtclk750_tck93p75_OVERRIDE""); VoltageConverter=""--dlvrpins VCCIA --railconfigurations CDIE_CCF_NBLCTRL --expressions "" + DROPOUT.CLR_FMIN; VoltageTargets=""CCF""",Yes
Class_NVL_P16C,_,FMINXCCF_SubFlow_SPEEDPRL2CPU::ATSPEED_UNCORE_VMIN_K_FMINXCCF_X_CCF_FMIN_0400_MTT,SPEEDPRL2CPU_SubFlow,VminTC,"BaseNumbers=""13733""; BypassPort=-1; CornerIdentifiers=""CCF0@F1""; DtsConfiguration=__shared__::TpRule.If_C48_DS_AX_M(""ALL_CDIE_C48_N2P_NONE_CORE"",""ALL_CDIE_S52C"",""ALL_CDIE_C48_N2P_NONE_CORE"",""ALL_CDIE_C48_N2P_NONE_CORE""); EndVoltageLimits=__shared__::FlowMatrixSingular.CR_LFM_VMIN_RAIN_KILL; ExecutionMode=""SearchWithScoreboard""; FailCaptureCount=999; FeatureSwitchSettings=""fivr_mode_on,disable_masked_targets,print_per_target_increments,print_scoreboard_counters""; FivrCondition=""NOM_CCF""; FlowIndex=__shared__::FlowMatrixSingular.FlowIndex; ForwardingMode=""Input""; LevelsTc=__shared__::TpRule.If_C48_DS_AX_M(""SCN_UNCORE_CX48::cpu_all_bf_x_x_ipc_lvl_CPU_BFUNC_SCNUNCOREB0_OVERRIDE_nom"",""SCN_UNCORE_CX48::cpu_all_bf_x_x_ipc_lvl_CPU_BFUNC_SCNUNCORE_OVERRIDE_nom"",""SCN_UNCORE_CX48::cpu_all_bf_x_x_ipc_lvl_CPU_BFUNC_SCNUNCOREB0_OVERRIDE_nom"",""SCN_UNCORE_CX48::cpu_all_bf_x_x_ipc_lvl_CPU_BFUNC_SCNUNCORE_OVERRIDE_nom""); LimitGuardband=""GBVars.FminLimitGuardband""; LogLevel=""Disabled""; MaxFailsNum=toInteger(__shared__::Specs.CHK_MAX_FAILS); Patlist=""scn_cdie_fminxccf_trans_edt_classhvm_list""; PatternNameCounterIndexes=""1,2,3,4,5,6,7""; PostInstance=""""; PreInstance=""""; RecoveryMode=""Default""; RecoveryOptions=""""; RecoveryTrackingIncoming=""""; RecoveryTrackingOutgoing=""""; ScoreboardEdgeTicks=toInteger(__shared__::Specs.CHK_EDGE_TICK); SetPointsPlistMode=""Local""; SetPointsPlistParamName=""Patlist""; SetPointsPostInstance=PSPOST.CLR_FMIN; SetPointsPreInstance=PSPRE.CLR_FMIN + "","" + ""MCdrv:ringfreq_0:"" + __shared__::FlowMatrixSingular.CCF_FMIN + ""GHz""; StartVoltages=__shared__::FlowMatrixSingular.CR_LOW_SEARCH_VALUE; StartVoltagesForRetry=__shared__::QNRTpRuleShared.If_PseudoVminForwarding(__shared__::QNRUsrvShared.StartVoltagesForRetry,""""); StartVoltagesOffset=__shared__::QNRTpRuleShared.If_PseudoVminForwarding(__shared__::QNRUsrvShared.StartVoltagesOffset,""""); StepSize=toDouble(__shared__::FlowMatrixSingular.CR_SEARCH_RESOLUTION); TestMode=""SingleVmin""; TimingsTc=__shared__::TpRule.If_C48_DS_AX_M(""SCN_UNCORE_CX48::cpu_hvm_timing_mts1500_tstprtclk750_tck93p75_OVERRIDEDS"",""SCN_UNCORE_CX48::cpu_hvm_timing_mts1500_tstprtclk750_tck93p75_OVERRIDE"",""SCN_UNCORE_CX48::cpu_hvm_timing_mts1500_tstprtclk750_tck93p75_OVERRIDE"",""SCN_UNCORE_CX48::cpu_hvm_timing_mts1500_tstprtclk750_tck93p75_OVERRIDE""); VoltageConverter=""--dlvrpins VCCIA --railconfigurations CDIE_CCF_NBLCTRL --expressions "" + DROPOUT.CLR_FMIN; VoltageTargets=""CCF""",Yes
Class_NVL_P16C,_,FMINXCCF_SubFlow_SPEEDPRL2CPU::CTRL_X_AUX_K_FMINXCCF_X_X_X_X_FLWFLG,SPEEDPRL2CPU_SubFlow,AuxiliaryTC,"DataType=""Integer""; Expression=""1""; PostInstance=__shared__::TpRule.If_CLASS_NVL_S52C(""PrimeSetAdditionalCurrentDieIds(""+__shared__::DFFVars.DIEID_CPU1+"")"",""""); PreInstance=""SetCurrentDieId("" + __shared__::DFFVars.DIEID_CPU + "")""; ResultPort=""1""",Yes
Class_NVL_P16C,_,FMINXCCF_SubFlow_SPEEDPRL2CPU::CTRL_X_AUX_K_FMINXCCF_X_X_X_X_FLWSKP,SPEEDPRL2CPU_SubFlow,AuxiliaryTC,"BypassPort=__shared__::FlwSkpCollect.FlwSkpRule(2,1,1,1,2,2,2,2,2,2,1,1,1,2,2,2,1,1,1,2,2,2,1,1,1,1,1,1); DataType=""Integer""; Expression=""1""; ResultPort=""1""",Yes
Class_NVL_P16C,_,FMINXCCF_SubFlow_SPEEDPRL2CPU::LSA_CCF_SB_K_FMINXCCF_X_X_X_1200_CBOA,SPEEDPRL2CPU_SubFlow,VminTC,"BaseNumbers=""12347""; BypassPort=-1; CornerIdentifiers=""CCF0@F1""; EndVoltageLimits=__shared__::FlowMatrixSingular.CR_LFM_VMIN_RAIN_KILL; ExecutionMode=""SearchWithScoreboard""; FailCaptureCount=toInteger(1); FeatureSwitchSettings=ARR_CCF_CXX_Specs.FeatureSwitchNonMTT; FivrCondition=ARR_CCF_CXX_Specs.FivrConditionNom; FlowIndex=__shared__::FlowMatrix.FlowIndex; ForwardingMode=ARR_CCF_CXX_Specs.ForwardingMode_EDC; LevelsTc=""IPC::ARR_CCF_CXX::arr_cpu_all_bf_x_x_ipc_lvl_CPU_BFUNC_ARR_MBIST_min_lvl""; LimitGuardband=toString(__shared__::GBVars.FminLimitGuardband); MaxFailsNum=toInteger(__shared__::Specs.CHK_MAX_FAILS); Patlist=""IPC::arr_cdie_fminxccf_mbist_ccf_all_cboa_lsa_vccring_limiter_fmin_class_hptp_list""; PatternNameCounterIndexes=ARR_CCF_CXX_Specs.PatternMap; RecoveryMode=""NoRecovery""; ScoreboardEdgeTicks=toInteger(__shared__::Specs.CHK_EDGE_TICK); SetPointsPlistParamName=""Patlist""; SetPointsPostInstance=PSPOST.CLR_FMIN + "","" + ARR_CCF_CXX_Specs.nbl_on; SetPointsPreInstance=PSPRE.CLR_FMIN + "","" + ""MCdrv:corefreq:"" + __shared__::FlowMatrixSingular.CR_F1_FREQ + ""GHz,MCdrv:ringfreq_0:"" + __shared__::FlowMatrixSingular.CCF_FMIN + ""GHz,MCdrv:atomfreq_0:"" + __shared__::FlowMatrixSingular.AT_F1_FREQ + ""GHz""; StartVoltages=__shared__::FlowMatrixSingular.CR_LOW_SEARCH_VALUE; StartVoltagesForRetry=__shared__::QNRTpRuleShared.If_PseudoVminForwarding(__shared__::QNRUsrvShared.StartVoltagesForRetry,""""); StartVoltagesOffset=__shared__::QNRTpRuleShared.If_PseudoVminForwarding(__shared__::QNRUsrvShared.StartVoltagesOffset,""""); StepSize=toDouble(__shared__::FlowMatrixSingular.CR_SEARCH_RESOLUTION); TestMode=""SingleVmin""; TimingsTc=ARR_CCF_CXX_Specs.timings_Rules; VoltageConverter=ARR_CCF_CXX_Specs.VoltageConverter_rail + DROPOUT.CLR_FMIN; VoltageTargets=""CCF""",Yes
Class_NVL_P16C,_,FMINXCCF_SubFlow_SPEEDPRL2CPU::LSA_CCF_SB_K_FMINXCCF_X_X_X_1200_LLCRF,SPEEDPRL2CPU_SubFlow,VminTC,"BaseNumbers=""12348""; BypassPort=-1; CornerIdentifiers=""CCF0@F1""; EndVoltageLimits=__shared__::FlowMatrixSingular.CR_LFM_VMIN_RAIN_KILL; ExecutionMode=""SearchWithScoreboard""; FailCaptureCount=toInteger(1); FeatureSwitchSettings=ARR_CCF_CXX_Specs.FeatureSwitchNonMTT; FivrCondition=ARR_CCF_CXX_Specs.FivrConditionNom; FlowIndex=__shared__::FlowMatrix.FlowIndex; ForwardingMode=ARR_CCF_CXX_Specs.ForwardingMode_EDC; LevelsTc=""IPC::ARR_CCF_CXX::arr_cpu_all_bf_x_x_ipc_lvl_CPU_BFUNC_ARR_MBIST_min_lvl""; LimitGuardband=toString(__shared__::GBVars.FminLimitGuardband); MaxFailsNum=toInteger(__shared__::Specs.CHK_MAX_FAILS); Patlist=""IPC::arr_cdie_fminxccf_mbist_ccf_all_llc_lsa_vccring_limiter_fmin_class_hptp_list""; PatternNameCounterIndexes=ARR_CCF_CXX_Specs.PatternMap; RecoveryMode=""NoRecovery""; ScoreboardEdgeTicks=toInteger(__shared__::Specs.CHK_EDGE_TICK); SetPointsPlistParamName=""Patlist""; SetPointsPostInstance=PSPOST.CLR_FMIN + "","" + ARR_CCF_CXX_Specs.nbl_on; SetPointsPreInstance=PSPRE.CLR_FMIN + "","" + ""MCdrv:corefreq:"" + __shared__::FlowMatrixSingular.CR_F1_FREQ + ""GHz,MCdrv:ringfreq_0:"" + __shared__::FlowMatrixSingular.CCF_FMIN + ""GHz""; StartVoltages=__shared__::FlowMatrixSingular.CR_LOW_SEARCH_VALUE; StartVoltagesForRetry=__shared__::QNRTpRuleShared.If_PseudoVminForwarding(__shared__::QNRUsrvShared.StartVoltagesForRetry,""""); StartVoltagesOffset=__shared__::QNRTpRuleShared.If_PseudoVminForwarding(__shared__::QNRUsrvShared.StartVoltagesOffset,""""); StepSize=toDouble(__shared__::FlowMatrixSingular.CR_SEARCH_RESOLUTION); TestMode=""SingleVmin""; TimingsTc=ARR_CCF_CXX_Specs.timings_Rules; VoltageConverter=ARR_CCF_CXX_Specs.VoltageConverter_rail + DROPOUT.CLR_FMIN; VoltageTargets=""CCF""",Yes
Class_NVL_P16C,_,FMINXCCF_SubFlow_SPEEDPRL2CPU::LSA_CCF_VMIN_K_FMINXCCF_X_X_X_X_CBOA_FMIN_FF_SEARCH,SPEEDPRL2CPU_SubFlow,VminTC,"BaseNumbers=""12350""; BypassPort=-1; EndVoltageLimits=__shared__::FlowMatrixSingular.CR_LFM_VMIN_RAIN_KILL; ExecutionMode=""SearchWithScoreboard""; FailCaptureCount=toInteger(1); FeatureSwitchSettings=ARR_CCF_CXX_Specs.FeatureSwitchNonMTT; FivrCondition=ARR_CCF_CXX_Specs.FivrConditionNom; ForwardingMode=ARR_CCF_CXX_Specs.ForwardingMode_EDC; LevelsTc=""IPC::ARR_CCF_CXX::arr_cpu_all_bf_x_x_ipc_lvl_CPU_BFUNC_ARR_MBIST_min_lvl""; LimitGuardband=toString(__shared__::TpRule.If_QRE("""",toString(__shared__::GBVars.FminLimitGuardband))); Patlist=""IPC::arr_cdie_fminxccf_mbist_ccf_all_cboa_lsa_vccring_limiter_fmin_class_hptp_list""; PatternNameCounterIndexes=ARR_CCF_CXX_Specs.PatternMap; RecoveryMode=""NoRecovery""; ScoreboardEdgeTicks=toInteger(0); SetPointsPlistParamName=""Patlist""; SetPointsPostInstance=PSPOST.CLR_FMIN; SetPointsPreInstance=PSPRE.CLR_FMIN + "","" + ""MCdrv:corefreq:"" + __shared__::FlowMatrixSingular.CR_F1_FREQ + ""GHz,MCdrv:ringfreq_0:"" + __shared__::FlowMatrixSingular.CCF_FMIN + ""GHz""; StartVoltages=__shared__::FlowMatrixSingular.CR_LOW_SEARCH_VALUE; StartVoltagesForRetry=__shared__::QNRTpRuleShared.If_PseudoVminForwarding(__shared__::QNRUsrvShared.StartVoltagesForRetry,""""); StartVoltagesOffset=__shared__::QNRTpRuleShared.If_PseudoVminForwarding(__shared__::QNRUsrvShared.StartVoltagesOffset,""""); StepSize=toDouble(__shared__::FlowMatrixSingular.CR_SEARCH_RESOLUTION); TestMode=""SingleVmin""; TimingsTc=ARR_CCF_CXX_Specs.timings_Rules; VoltageConverter=ARR_CCF_CXX_Specs.VoltageConverter_rail + DROPOUT.CLR_FMIN; VoltageTargets=""CCF""",Yes
Class_NVL_P16C,_,FMINXCCF_SubFlow_SPEEDPRL2CPU::LSA_CCF_VMIN_K_FMINXCCF_X_X_X_X_LLCRF_FMIN_FF_SEARCH,SPEEDPRL2CPU_SubFlow,VminTC,"BaseNumbers=""12351""; BypassPort=-1; EndVoltageLimits=__shared__::FlowMatrixSingular.CR_LFM_VMIN_RAIN_KILL; ExecutionMode=""SearchWithScoreboard""; FailCaptureCount=toInteger(1); FeatureSwitchSettings=ARR_CCF_CXX_Specs.FeatureSwitchNonMTT; FivrCondition=ARR_CCF_CXX_Specs.FivrConditionNom; ForwardingMode=ARR_CCF_CXX_Specs.ForwardingMode_EDC; LevelsTc=""IPC::ARR_CCF_CXX::arr_cpu_all_bf_x_x_ipc_lvl_CPU_BFUNC_ARR_MBIST_min_lvl""; LimitGuardband=toString(__shared__::TpRule.If_QRE("""",toString(__shared__::GBVars.FminLimitGuardband))); Patlist=""IPC::arr_cdie_fminxccf_mbist_ccf_all_llc_lsa_vccring_limiter_fmin_class_hptp_list""; PatternNameCounterIndexes=ARR_CCF_CXX_Specs.PatternMap; RecoveryMode=""NoRecovery""; ScoreboardEdgeTicks=toInteger(0); SetPointsPlistParamName=""Patlist""; SetPointsPostInstance=PSPOST.CLR_FMIN; SetPointsPreInstance=PSPRE.CLR_FMIN + "","" + ""MCdrv:corefreq:"" + __shared__::FlowMatrixSingular.CR_F1_FREQ + ""GHz,MCdrv:ringfreq_0:"" + __shared__::FlowMatrixSingular.CCF_FMIN + ""GHz""; StartVoltages=__shared__::FlowMatrixSingular.CR_LOW_SEARCH_VALUE; StartVoltagesForRetry=__shared__::QNRTpRuleShared.If_PseudoVminForwarding(__shared__::QNRUsrvShared.StartVoltagesForRetry,""""); StartVoltagesOffset=__shared__::QNRTpRuleShared.If_PseudoVminForwarding(__shared__::QNRUsrvShared.StartVoltagesOffset,""""); StepSize=toDouble(__shared__::FlowMatrixSingular.CR_SEARCH_RESOLUTION); TestMode=""SingleVmin""; TimingsTc=ARR_CCF_CXX_Specs.timings_Rules; VoltageConverter=ARR_CCF_CXX_Specs.VoltageConverter_rail + DROPOUT.CLR_FMIN; VoltageTargets=""CCF""",Yes
Class_NVL_P16C,_,FMINXCCF_SubFlow_SPEEDPRL2CPU::SBFT_CCF_SCREEN_X_FMINXCCF_X_X_X_X_CORE_SCREEN_FMIN_SINGLEFLOW,SPEEDPRL2CPU_SubFlow,ScreenTC,"BypassPort=-1; ScreenTestSet=""FUN_CCF_MM_SCREEN_CX48_SingleFlow""; ScreenTestsFile=""./InputFiles/SBFT_CCF_Downsku_screen.txt""",Yes
Class_NVL_P16C,_,FMINXCCF_SubFlow_SPEEDPRL2CPU::SBFT_CCF_VMIN_K_FMINXCCF_X_CCF_FMIN_0400_FC_DRG,SPEEDPRL2CPU_SubFlow,VminTC,"BaseNumbers=""11402""; BypassPort=__shared__::TpRule.If_DS0_DS1_M(-1,1,-1,1); CornerIdentifiers=""CCF0@F1""; DtsConfiguration=FUN_CCF_CX48_SPECS.dts_default; EndVoltageLimits=__shared__::FlowMatrixSingular.CR_LFM_VMIN_RAIN_KILL; ExecutionMode=""SearchWithScoreboard""; FeatureSwitchSettings=""fivr_mode_on, disable_masked_targets,print_per_target_increments,print_scoreboard_counters""; FivrCondition=""NOM_CCF_CORE""; FivrConditionPlistParamName=""Patlist""; FlowIndex=__shared__::FlowMatrix.FlowIndex; ForwardingMode=""Input""; LevelsTc=""CPU_IP_BASE::cpu_all_bf_x_x_ipc_lvl_min""; LimitGuardband=toString(__shared__::GBVars.FminLimitGuardband); MaxFailsNum=toInteger(__shared__::Specs.CHK_MAX_FAILS); Patlist=""IPC::fun_cdie_vccr_sbft_fmin_fc_drg_hptp800_burstoff_list""; PatternNameCounterIndexes=FUN_CCF_CX48_SPECS.PatNameIndex; PinMap=""""; PreInstance=FUN_CCF_CX48_SPECS.UncoreConfigPreinstance; RecoveryMode=""NoRecovery""; RecoveryOptions=""""; RecoveryTrackingIncoming=""""; RecoveryTrackingOutgoing=""""; ScoreboardEdgeTicks=toInteger(__shared__::Specs.CHK_EDGE_TICK); SetPointsPlistParamName=""Patlist""; SetPointsPostInstance=PSPOST.CLR_FMIN + "","" + ""CORE:nblctrl_core_l2:nblon,"" + FUN_CCF_CX48_SPECS.MCfunCCF_FMIN_DRVUNMASK; SetPointsPreInstance=PSPRE.CLR_FMIN + "","" + ""MCdrv:"" + FUN_CCF_CX48_SPECS.corefreq + "":"" + __shared__::FlowMatrixSingular.CR_FMIN + ""GHz,MCdrv:"" + FUN_CCF_CX48_SPECS.ringfreq + "":"" + __shared__::FlowMatrixSingular.CCF_FMIN + ""GHz,CORE:nblctrl_core_l2:nbloff,MCdrv:R1_SET,"" + FUN_CCF_CX48_SPECS.MCfunCCF_FMIN_DRVMASK; StartVoltages=__shared__::FlowMatrixSingular.CR_LOW_SEARCH_VALUE; StartVoltagesForRetry=__shared__::QNRTpRuleShared.If_PseudoVminForwarding(__shared__::QNRUsrvShared.StartVoltagesForRetry,""""); StartVoltagesOffset=__shared__::QNRTpRuleShared.If_PseudoVminForwarding(__shared__::QNRUsrvShared.StartVoltagesOffset,""""); StepSize=toDouble(__shared__::FlowMatrixSingular.CR_SEARCH_RESOLUTION); TestMode=""SingleVmin""; TimingsTc=""IPC::CPU_IP_BASE::cpu_hvm_timing_mts200_tstprtclk100_tck25""; VoltageConverter=""--overrides CORE1:"" + FUN_CCF_CX48_SPECS.CR_VMAX_VALUE + "",CORE0:"" + FUN_CCF_CX48_SPECS.CR_VMAX_VALUE + "" --railconfigurations CDIE_CCF_POWERMUX CDIE_CCF_NBLCTRL --dlvrpins VCCIA --expressions CCF_CORE""; VoltageTargets=""CCF""",Yes
Class_NVL_P16C,_,FMINXCCF_SubFlow_SPEEDPRL2CPU::SSA_CCF_SB_K_FMINXCCF_X_X_X_1200_LLCSRAM,SPEEDPRL2CPU_SubFlow,VminTC,"BaseNumbers=""12349""; BypassPort=-1; CornerIdentifiers=""CCF0@F1""; EndVoltageLimits=__shared__::FlowMatrixSingular.CR_LFM_VMIN_RAIN_KILL; ExecutionMode=""SearchWithScoreboard""; FailCaptureCount=toInteger(1); FeatureSwitchSettings=ARR_CCF_CXX_Specs.FeatureSwitchNonMTT; FivrCondition=ARR_CCF_CXX_Specs.FivrConditionNom; FlowIndex=__shared__::FlowMatrix.FlowIndex; ForwardingMode=ARR_CCF_CXX_Specs.ForwardingMode_EDC; LevelsTc=""IPC::ARR_CCF_CXX::arr_cpu_all_bf_x_x_ipc_lvl_CPU_BFUNC_ARR_MBIST_min_lvl""; LimitGuardband=toString(__shared__::GBVars.FminLimitGuardband); MaxFailsNum=toInteger(__shared__::Specs.CHK_MAX_FAILS); Patlist=""IPC::arr_cdie_fminxccf_mbist_ccf_all_llc_ssa_vccring_limiter_fmin_class_hptp_list""; PatternNameCounterIndexes=ARR_CCF_CXX_Specs.PatternMap; RecoveryMode=""NoRecovery""; ScoreboardEdgeTicks=toInteger(__shared__::Specs.CHK_EDGE_TICK); SetPointsPlistParamName=""Patlist""; SetPointsPostInstance=PSPOST.CLR_FMIN + "","" + ARR_CCF_CXX_Specs.nbl_on; SetPointsPreInstance=PSPRE.CLR_FMIN + "","" + ""MCdrv:corefreq:"" + __shared__::FlowMatrixSingular.CR_F1_FREQ + ""GHz,MCdrv:ringfreq_0:"" + __shared__::FlowMatrixSingular.CCF_FMIN + ""GHz""; StartVoltages=__shared__::FlowMatrixSingular.CR_LOW_SEARCH_VALUE; StartVoltagesForRetry=__shared__::QNRTpRuleShared.If_PseudoVminForwarding(__shared__::QNRUsrvShared.StartVoltagesForRetry,""""); StartVoltagesOffset=__shared__::QNRTpRuleShared.If_PseudoVminForwarding(__shared__::QNRUsrvShared.StartVoltagesOffset,""""); StepSize=toDouble(__shared__::FlowMatrixSingular.CR_SEARCH_RESOLUTION); TestMode=""SingleVmin""; TimingsTc=ARR_CCF_CXX_Specs.timings_Rules; VoltageConverter=ARR_CCF_CXX_Specs.VoltageConverter_LLCSRAM + DROPOUT.CLR_FMIN; VoltageTargets=""CCF""",Yes
Class_NVL_P16C,_,FMINXCCF_SubFlow_SPEEDPRL2CPU::SSA_CCF_VMIN_K_FMINXCCF_X_X_X_X_LLSRAM_FMIN_FF_SEARCH,SPEEDPRL2CPU_SubFlow,VminTC,"BaseNumbers=""12352""; BypassPort=-1; EndVoltageLimits=__shared__::FlowMatrixSingular.CR_LFM_VMIN_RAIN_KILL; ExecutionMode=""SearchWithScoreboard""; FailCaptureCount=toInteger(1); FeatureSwitchSettings=ARR_CCF_CXX_Specs.FeatureSwitchNonMTT; FivrCondition=ARR_CCF_CXX_Specs.FivrConditionNom; ForwardingMode=ARR_CCF_CXX_Specs.ForwardingMode_EDC; LevelsTc=""IPC::ARR_CCF_CXX::arr_cpu_all_bf_x_x_ipc_lvl_CPU_BFUNC_ARR_MBIST_min_lvl""; LimitGuardband=toString(__shared__::TpRule.If_QRE("""",toString(__shared__::GBVars.FminLimitGuardband))); Patlist=""IPC::arr_cdie_fminxccf_mbist_ccf_all_llc_ssa_vccring_limiter_fmin_class_hptp_list""; PatternNameCounterIndexes=ARR_CCF_CXX_Specs.PatternMap; RecoveryMode=""NoRecovery""; ScoreboardEdgeTicks=toInteger(0); SetPointsPlistParamName=""Patlist""; SetPointsPostInstance=PSPOST.CLR_FMIN; SetPointsPreInstance=PSPRE.CLR_FMIN + "","" + ""MCdrv:corefreq:"" + __shared__::FlowMatrixSingular.CR_F1_FREQ + ""GHz,MCdrv:ringfreq_0:"" + __shared__::FlowMatrixSingular.CCF_FMIN + ""GHz""; StartVoltages=__shared__::FlowMatrixSingular.CR_LOW_SEARCH_VALUE; StartVoltagesForRetry=__shared__::QNRTpRuleShared.If_PseudoVminForwarding(__shared__::QNRUsrvShared.StartVoltagesForRetry,""""); StartVoltagesOffset=__shared__::QNRTpRuleShared.If_PseudoVminForwarding(__shared__::QNRUsrvShared.StartVoltagesOffset,""""); StepSize=toDouble(__shared__::FlowMatrixSingular.CR_SEARCH_RESOLUTION); TestMode=""SingleVmin""; TimingsTc=ARR_CCF_CXX_Specs.timings_Rules; VoltageConverter=ARR_CCF_CXX_Specs.VoltageConverter_LLCSRAM + DROPOUT.CLR_FMIN; VoltageTargets=""CCF""",Yes
Class_NVL_P16C,_,FMINXCR_SubFlow_SPEEDPRL2CPU::ALL_CORE_PATMOD_K_FMINXCR_X_X_X_X_RATIO4_DISABLE_FMIN,SPEEDPRL2CPU_SubFlow,PrimePatConfigTestMethod,"BypassPort=-1; ConfigurationFile=ARR_CORE_CXX_Specs.fmin_Rules; SetPoint=""enable_fmin_400_throttle_done_detected_core""",Yes
Class_NVL_P16C,_,FMINXCR_SubFlow_SPEEDPRL2CPU::ALL_CORE_PATMOD_K_FMINXCR_X_X_X_X_RATIO4_ENABLE_FMIN,SPEEDPRL2CPU_SubFlow,PrimePatConfigTestMethod,"BypassPort=-1; ConfigurationFile=ARR_CORE_CXX_Specs.fmin_Rules; SetPoint=""disable_fmin_400_throttle_done_detected_core""",Yes
