Pin,Domain,Pol,TAP,Register,Field,Size,Base,ExpectedData,LowLimit,HighLimit,StringData,ItuffToken,ItuffDescriptor,ExitPort,StorageToken,Equation
CPU1_TDO,RINGPRIM,2,BCSLICE0_BSL_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGPRIM_PT1_TRIM_CODE_2,-
CPU1_TDO,RINGPRIM,3,BCSLICE0_BSL_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGPRIM_PT1_TRIM_DONE_3,-
CPU1_TDO,RINGPRIM,3,BCSLICE0_BSL_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGPRIM_PT1_TRIM_ERR_3,-
CPU1_TDO,RINGPRIM,3,BCSLICE0_BSL_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGPRIM_PT1_TRIM_CODE_3,-
CPU1_TDO,RINGPRIM,4,BCSLICE0_BSL_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGPRIM_PT1_TRIM_DONE_4,-
CPU1_TDO,RINGPRIM,4,BCSLICE0_BSL_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGPRIM_PT1_TRIM_ERR_4,-
CPU1_TDO,RINGPRIM,4,BCSLICE0_BSL_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGPRIM_PT1_TRIM_CODE_4,-
CPU1_TDO,RINGPRIM,5,BCSLICE0_BSL_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGPRIM_PT1_TRIM_DONE_5,-
CPU1_TDO,RINGPRIM,5,BCSLICE0_BSL_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGPRIM_PT1_TRIM_ERR_5,-
CPU1_TDO,RINGPRIM,5,BCSLICE0_BSL_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGPRIM_PT1_TRIM_CODE_5,-
CPU1_TDO,RINGSEC0,0,BCSLICE0_BSR_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGSEC0_PT1_TRIM_DONE_0,-
CPU1_TDO,RINGSEC0,0,BCSLICE0_BSR_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGSEC0_PT1_TRIM_ERR_0,-
CPU1_TDO,RINGSEC0,0,BCSLICE0_BSR_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGSEC0_PT1_TRIM_CODE_0,-
CPU1_TDO,RINGSEC0,1,BCSLICE0_BSR_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGSEC0_PT1_TRIM_DONE_1,-
CPU1_TDO,RINGSEC0,1,BCSLICE0_BSR_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGSEC0_PT1_TRIM_ERR_1,-
CPU1_TDO,RINGSEC0,1,BCSLICE0_BSR_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGSEC0_PT1_TRIM_CODE_1,-
CPU1_TDO,RINGSEC0,2,BCSLICE0_BSR_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGSEC0_PT1_TRIM_DONE_2,-
CPU1_TDO,RINGSEC0,2,BCSLICE0_BSR_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGSEC0_PT1_TRIM_ERR_2,-
CPU1_TDO,RINGSEC0,2,BCSLICE0_BSR_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGSEC0_PT1_TRIM_CODE_2,-
CPU1_TDO,RINGSEC0,3,BCSLICE0_BSR_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGSEC0_PT1_TRIM_DONE_3,-
CPU1_TDO,RINGSEC0,3,BCSLICE0_BSR_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGSEC0_PT1_TRIM_ERR_3,-
CPU1_TDO,RINGSEC0,3,BCSLICE0_BSR_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGSEC0_PT1_TRIM_CODE_3,-
CPU1_TDO,RINGSEC0,4,BCSLICE0_BSR_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGSEC0_PT1_TRIM_DONE_4,-
CPU1_TDO,RINGSEC0,4,BCSLICE0_BSR_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGSEC0_PT1_TRIM_ERR_4,-
CPU1_TDO,RINGSEC0,4,BCSLICE0_BSR_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGSEC0_PT1_TRIM_CODE_4,-
CPU1_TDO,RINGSEC0,5,BCSLICE0_BSR_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGSEC0_PT1_TRIM_DONE_5,-
CPU1_TDO,RINGSEC0,5,BCSLICE0_BSR_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGSEC0_PT1_TRIM_ERR_5,-
CPU1_TDO,RINGSEC0,5,BCSLICE0_BSR_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGSEC0_PT1_TRIM_CODE_5,-
CPU1_TDO,RINGSEC1,0,BCSLICE1_BSL_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGSEC1_PT1_TRIM_DONE_0,-
CPU1_TDO,RINGSEC1,0,BCSLICE1_BSL_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGSEC1_PT1_TRIM_ERR_0,-
CPU1_TDO,RINGSEC1,0,BCSLICE1_BSL_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGSEC1_PT1_TRIM_CODE_0,-
CPU1_TDO,RINGSEC1,1,BCSLICE1_BSL_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGSEC1_PT1_TRIM_DONE_1,-
CPU1_TDO,RINGSEC1,1,BCSLICE1_BSL_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGSEC1_PT1_TRIM_ERR_1,-
CPU1_TDO,RINGSEC1,1,BCSLICE1_BSL_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGSEC1_PT1_TRIM_CODE_1,-
CPU1_TDO,RINGSEC1,2,BCSLICE1_BSL_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGSEC1_PT1_TRIM_DONE_2,-
CPU1_TDO,RINGSEC1,2,BCSLICE1_BSL_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGSEC1_PT1_TRIM_ERR_2,-
CPU1_TDO,RINGSEC1,2,BCSLICE1_BSL_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGSEC1_PT1_TRIM_CODE_2,-
CPU1_TDO,RINGSEC1,3,BCSLICE1_BSL_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGSEC1_PT1_TRIM_DONE_3,-
CPU1_TDO,RINGSEC1,3,BCSLICE1_BSL_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGSEC1_PT1_TRIM_ERR_3,-
CPU1_TDO,RINGSEC1,3,BCSLICE1_BSL_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGSEC1_PT1_TRIM_CODE_3,-
CPU1_TDO,RINGSEC1,4,BCSLICE1_BSL_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGSEC1_PT1_TRIM_DONE_4,-
CPU1_TDO,RINGSEC1,4,BCSLICE1_BSL_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGSEC1_PT1_TRIM_ERR_4,-
CPU1_TDO,RINGSEC1,4,BCSLICE1_BSL_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGSEC1_PT1_TRIM_CODE_4,-
CPU1_TDO,RINGSEC1,5,BCSLICE1_BSL_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGSEC1_PT1_TRIM_DONE_5,-
CPU1_TDO,RINGSEC1,5,BCSLICE1_BSL_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGSEC1_PT1_TRIM_ERR_5,-
CPU1_TDO,RINGSEC1,5,BCSLICE1_BSL_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGSEC1_PT1_TRIM_CODE_5,-
CPU1_TDO,RINGSEC2,0,BCSLICE1_BSR_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGSEC2_PT1_TRIM_DONE_0,-
CPU1_TDO,RINGSEC2,0,BCSLICE1_BSR_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGSEC2_PT1_TRIM_ERR_0,-
CPU1_TDO,RINGSEC2,0,BCSLICE1_BSR_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGSEC2_PT1_TRIM_CODE_0,-
CPU1_TDO,RINGSEC2,1,BCSLICE1_BSR_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGSEC2_PT1_TRIM_DONE_1,-
CPU1_TDO,RINGSEC2,1,BCSLICE1_BSR_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGSEC2_PT1_TRIM_ERR_1,-
CPU1_TDO,RINGSEC2,1,BCSLICE1_BSR_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGSEC2_PT1_TRIM_CODE_1,-
CPU1_TDO,RINGSEC2,2,BCSLICE1_BSR_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGSEC2_PT1_TRIM_DONE_2,-
CPU1_TDO,RINGSEC2,2,BCSLICE1_BSR_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGSEC2_PT1_TRIM_ERR_2,-
CPU1_TDO,RINGSEC2,2,BCSLICE1_BSR_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGSEC2_PT1_TRIM_CODE_2,-
CPU1_TDO,RINGSEC2,3,BCSLICE1_BSR_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGSEC2_PT1_TRIM_DONE_3,-
CPU1_TDO,RINGSEC2,3,BCSLICE1_BSR_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGSEC2_PT1_TRIM_ERR_3,-
CPU1_TDO,RINGSEC2,3,BCSLICE1_BSR_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGSEC2_PT1_TRIM_CODE_3,-
CPU1_TDO,RINGSEC2,4,BCSLICE1_BSR_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGSEC2_PT1_TRIM_DONE_4,-
CPU1_TDO,RINGSEC2,4,BCSLICE1_BSR_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGSEC2_PT1_TRIM_ERR_4,-
CPU1_TDO,RINGSEC2,4,BCSLICE1_BSR_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGSEC2_PT1_TRIM_CODE_4,-
CPU1_TDO,RINGSEC2,5,BCSLICE1_BSR_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGSEC2_PT1_TRIM_DONE_5,-
CPU1_TDO,RINGSEC2,5,BCSLICE1_BSR_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGSEC2_PT1_TRIM_ERR_5,-
CPU1_TDO,RINGSEC2,5,BCSLICE1_BSR_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_RINGSEC2_PT1_TRIM_CODE_5,-
